City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Kropotkin,RU,2020-06-20 04:13:44,45.44,40.58,66.0,80,100,1.7
295,Victoria Point,AU,2020-06-20 04:13:44,-27.58,153.3,66.0,81,70,11.14
296,Kilindoni,TZ,2020-06-20 04:13:26,-7.91,39.67,77.54,79,24,22.7
297,Valparaiso,CL,2020-06-20 04:13:44,-33.04,-71.63,55.4,100,90,2.24
298,Yavaros,MX,2020-06-20 04:13:44,26.7,-109.52,86.0,60,56,1.01
299,Ust-Nera,RU,2020-06-20 04:13:45,64.57,143.2,81.88,26,0,5.46
300,Noyabrsk,RU,2020-06-20 04:13:45,63.2,75.45,46.96,55,98,3.38
301,Oil City,US,2020-06-20 04:13:45,41.43,-79.71,64.0,93,1,1.99
302,Shizunai,JP,2020-06-20 04:13:46,42.33,142.37,60.51,90,96,4.9
303,Escuinapa,MX,2020-06-20 04:13:46,22.85,-105.8,80.38,71,0,2.06
304,Batavia,US,2020-06-20 04:13:01,41.85,-88.31,75.2,60,1,4.14
305,Boa Vista,BR,2020-06-20 04:13:46,2.82,-60.67,77.0,88,75,4.7
306,Bani Walid,LY,2020-06-20 04:13:46,31.76,13.99,87.48,13,0,16.44
307,Uda,RO,2020-06-20 04:13:46,44.92,24.57,57.33,85,0,3.65
308,Kuytun,RU,2020-06-20 04:13:47,54.34,101.5,70.52,52,1,3.51
309,Lasa,IT,2020-06-20 04:04:06,46.62,10.7,39.2,100,75,1.12
310,Coquimbo,CL,2020-06-20 04:13:47,-29.95,-71.34,53.6,87,0,5.82
311,Bayamo,CU,2020-06-20 04:13:47,20.38,-76.64,78.8,88,20,4.7
312,Masuguru,TZ,2020-06-20 04:13:47,-11.37,38.42,63.97,84,3,3.33
313,Tucuma,BR,2020-06-20 04:10:54,-0.18,-50.05,75.2,92,9,5.55
314,Manavalakurichi,IN,2020-06-20 04:13:48,8.13,77.3,87.8,70,40,6.93
315,Coihueco,CL,2020-06-20 04:13:48,-36.62,-71.83,48.2,100,100,3.36
316,Doha,QA,2020-06-20 04:11:53,25.29,51.53,91.4,38,7,5.82
317,Ulaangom,MN,2020-06-20 04:13:48,49.98,92.07,71.15,33,80,7.65
318,Grootfontein,NA,2020-06-20 04:13:49,-19.57,18.12,39.56,71,5,4.47
319,Cockburn Town,TC,2020-06-20 04:09:37,21.46,-71.14,82.31,82,0,19.48
320,Puerto Ayora,EC,2020-06-20 04:13:49,-0.74,-90.35,70.0,93,74,7.52
321,Savannakhet,LA,2020-06-20 04:13:49,16.57,104.75,89.6,59,40,2.24
322,Sitka,US,2020-06-20 04:03:55,57.05,-135.33,55.4,93,90,4.7
323,Flin Flon,CA,2020-06-20 04:13:50,54.77,-101.86,41.2,98,100,3.69
324,Vanimo,PG,2020-06-20 04:13:49,-2.67,141.3,85.17,68,49,4.52
325,Thunder Bay,CA,2020-06-20 04:13:29,48.4,-89.32,64.99,63,75,9.17
326,Ous,RU,2020-06-20 04:13:50,60.91,61.52,56.64,85,93,11.27
327,Kautokeino,NO,2020-06-20 04:13:50,69.01,23.04,49.91,58,0,10.85
328,Surin,TH,2020-06-20 04:13:51,14.88,103.49,87.8,70,20,1.12
329,Phan Thiet,VN,2020-06-20 04:13:51,10.93,108.1,87.28,67,99,4.47
330,Khandyga,RU,2020-06-20 04:13:51,62.67,135.6,84.07,34,0,3.24
331,Hanmer Springs,NZ,2020-06-20 04:13:51,-42.52,172.82,45.18,81,97,2.98
332,Emba,KZ,2020-06-20 04:13:52,48.83,58.14,69.39,28,0,12.73
333,Otane,NZ,2020-06-20 04:13:52,-39.88,176.63,55.99,84,100,2.35
334,Makakilo City,US,2020-06-20 04:13:52,21.35,-158.09,82.4,57,90,13.87
335,Besenyszog,HU,2020-06-20 04:13:52,47.3,20.27,61.0,93,90,6.93
336,Charleston,US,2020-06-20 04:10:26,32.78,-79.93,73.99,100,1,4.72
337,Shelburne,CA,2020-06-20 04:13:53,44.08,-80.2,66.0,82,1,2.24
338,Camana,PE,2020-06-20 04:04:02,-16.62,-72.71,61.66,78,85,7.78
339,Tuburan,PH,2020-06-20 04:13:53,6.64,122.27,82.4,83,75,2.24
340,Perleberg,DE,2020-06-20 04:13:53,53.07,11.87,61.0,86,100,5.01
341,Lompoc,US,2020-06-20 04:10:48,34.64,-120.46,60.8,82,28,9.17
342,Viedma,AR,2020-06-20 04:13:54,-40.81,-63.0,50.32,48,10,14.09
343,Diffa,NE,2020-06-20 04:13:54,13.32,12.61,81.75,59,86,10.45
344,Sanmenxia,CN,2020-06-20 04:13:54,34.77,111.18,82.4,58,87,13.35
345,Zeya,RU,2020-06-20 04:13:54,53.75,127.27,57.38,90,100,4.94
346,Bandarbeyla,SO,2020-06-20 04:13:54,9.49,50.81,84.85,55,100,27.74
347,Havre-Saint-Pierre,CA,2020-06-20 04:13:55,50.23,-63.6,51.8,93,90,2.24
348,Zelenoborsk,RU,2020-06-20 04:13:55,61.47,64.03,51.22,80,100,11.36
349,Bilma,NE,2020-06-20 04:04:37,18.69,12.92,84.69,16,54,7.45
350,Tibati,CM,2020-06-20 04:13:55,6.47,12.63,64.87,97,97,1.14
351,Barbacoas,CO,2020-06-20 04:13:55,1.67,-78.14,75.67,91,98,1.25
352,Laguna,US,2020-06-20 04:13:56,38.42,-121.42,77.0,49,1,11.41
353,Stornoway,GB,2020-06-20 04:13:56,58.21,-6.39,53.6,93,66,8.05
354,Jutai,BR,2020-06-20 04:13:56,-5.18,-68.9,72.12,98,86,1.63
355,Pogranichnyy,RU,2020-06-20 04:13:56,44.41,131.38,68.79,59,100,6.85
356,Lander,US,2020-06-20 04:13:56,42.83,-108.73,66.0,25,1,11.41
357,Isangel,VU,2020-06-20 04:13:57,-19.55,169.27,78.8,69,40,9.17
358,Nouadhibou,MR,2020-06-20 04:13:57,20.93,-17.03,71.6,73,0,18.34
359,Letlhakane,BW,2020-06-20 04:13:57,-21.42,25.58,45.16,88,0,6.24
360,Muisne,EC,2020-06-20 04:13:57,0.6,-80.03,76.35,86,97,6.89
361,Hamilton,US,2020-06-20 04:13:57,39.18,-84.53,73.99,77,1,0.51
362,Sao Felix Do Xingu,BR,2020-06-20 04:13:58,-6.64,-51.99,68.97,89,0,1.48
363,Gorontalo,ID,2020-06-20 04:13:58,0.54,123.06,89.11,57,77,4.07
364,Paujiles,HN,2020-06-20 04:13:58,15.1,-87.35,62.82,94,78,1.45
365,Raga,SS,2020-06-20 04:13:58,8.46,25.68,69.3,88,78,6.76
366,Mende,FR,2020-06-20 04:13:58,44.67,3.5,40.39,98,49,3.53
367,Goderich,CA,2020-06-20 04:13:59,43.75,-81.72,66.0,80,0,2.04
368,Nelson Bay,AU,2020-06-20 04:13:59,-32.72,152.15,68.0,55,6,8.05
369,Caxito,AO,2020-06-20 04:13:59,-8.58,13.66,73.4,94,75,2.24
370,Taoudenni,ML,2020-06-20 04:13:59,22.68,-3.98,94.39,19,67,2.95
371,Brae,GB,2020-06-20 04:14:00,60.4,-1.35,55.4,93,99,3.36
372,Byron Bay,AU,2020-06-20 04:13:08,-28.65,153.62,66.2,68,75,6.93
373,Bay Roberts,CA,2020-06-20 04:14:00,47.6,-53.26,44.01,1,89,3.0
374,Daru,PG,2020-06-20 04:14:00,-9.08,143.21,79.48,84,71,16.64
375,Luanda,AO,2020-06-20 04:04:17,-8.84,13.23,75.2,88,75,2.24
376,Srednekolymsk,RU,2020-06-20 04:04:38,67.45,153.68,89.17,20,86,12.84
377,Pacific Grove,US,2020-06-20 04:09:50,36.62,-121.92,60.8,77,75,6.93
378,Havelock,US,2020-06-20 04:12:37,34.88,-76.9,77.0,83,90,6.04
379,Deniliquin,AU,2020-06-20 04:14:01,-35.53,144.97,61.09,62,6,9.51
380,Cabo San Lucas,MX,2020-06-20 04:14:01,22.89,-109.91,84.2,42,5,14.45
381,Lata,PT,2020-06-20 04:04:23,40.16,-8.33,57.0,84,0,2.93
382,Saint-Pierre,RE,2020-06-20 04:14:02,-21.34,55.48,69.8,64,30,10.29
383,Sidi Ali,DZ,2020-06-20 04:14:02,36.1,0.42,66.06,72,0,2.82
384,Okitipupa,NG,2020-06-20 04:14:02,6.5,4.78,72.77,99,49,2.21
385,Linhares,BR,2020-06-20 04:14:02,-19.39,-40.07,67.87,96,73,1.9
386,Immokalee,US,2020-06-20 04:14:03,26.42,-81.42,75.99,94,1,3.8
387,Watertown,US,2020-06-20 04:10:36,42.37,-71.18,73.99,69,20,14.99
388,Itacare,BR,2020-06-20 04:10:16,-14.28,-39.0,74.34,88,28,8.9
389,Chunhuhub,MX,2020-06-20 04:14:03,19.55,-88.68,75.76,92,93,2.93
390,Bertogne,BE,2020-06-20 04:14:03,50.08,5.67,51.01,61,13,1.12
391,Mattru,SL,2020-06-20 04:14:04,7.62,-11.83,72.5,96,100,1.45
392,Kamaishi,JP,2020-06-20 04:14:04,39.27,141.88,77.0,47,40,10.29
393,Balabac,PH,2020-06-20 04:14:04,7.99,117.06,86.76,67,84,6.44
394,Mbandaka,CD,2020-06-20 04:14:04,0.05,18.26,68.04,70,43,1.41
395,Igbo Ora,NG,2020-06-20 04:14:04,7.43,3.28,72.55,98,99,3.2
396,Waddan,LY,2020-06-20 04:14:05,29.16,16.14,82.76,16,0,7.9
397,Ishigaki,JP,2020-06-20 04:14:05,24.34,124.16,89.6,79,75,20.8
398,Malappuram,IN,2020-06-20 04:09:11,11.07,76.07,77.0,88,75,5.82
399,Luganville,VU,2020-06-20 04:14:06,-15.53,167.17,80.6,78,75,4.7
400,Leiyang,CN,2020-06-20 04:13:58,26.4,112.86,92.41,58,84,7.76
401,Dongsheng,CN,2020-06-20 04:14:06,39.82,109.98,81.3,28,18,13.18
402,Bayburt,TR,2020-06-20 04:14:06,40.26,40.23,53.69,75,91,2.73
403,Los Llanos De Aridane,ES,2020-06-20 04:14:06,28.66,-17.92,71.6,64,20,9.17
404,Dabakala,CI,2020-06-20 04:14:07,8.37,-4.43,70.45,95,84,3.29
405,Bathsheba,BB,2020-06-20 04:14:07,13.22,-59.52,78.8,88,75,16.11
406,Saint-Leu,RE,2020-06-20 04:14:07,-21.15,55.28,69.8,64,60,10.29
407,Praia,CV,2020-06-20 04:03:05,14.92,-23.51,75.2,78,40,8.05
408,Mackay,AU,2020-06-20 04:04:17,-21.15,149.2,73.0,78,90,16.11
409,Russell,US,2020-06-20 04:13:34,32.35,-85.2,80.6,88,1,3.29
410,Ahipara,NZ,2020-06-20 04:14:08,-35.17,173.17,56.98,85,98,11.83
411,Mount Pleasant,US,2020-06-20 04:12:01,32.79,-79.86,73.99,100,1,5.48
412,Roebourne,AU,2020-06-20 04:14:08,-20.78,117.13,83.08,26,0,17.11
413,Torbay,CA,2020-06-20 04:14:08,47.67,-52.73,44.01,100,90,6.93
414,Cotonou,BJ,2020-06-20 04:14:09,6.37,2.42,77.59,87,86,9.53
415,Cherskiy,RU,2020-06-20 04:14:09,68.75,161.3,83.64,23,3,5.26
416,Lanzhou,CN,2020-06-20 04:09:50,36.06,103.79,78.8,44,3,4.47
417,Mandalgovi,MN,2020-06-20 04:12:55,45.76,106.27,77.54,36,90,10.49
418,Eyl,SO,2020-06-20 04:14:09,7.98,49.82,83.77,53,55,31.56
419,Ostrovnoy,RU,2020-06-20 04:14:10,68.05,39.51,43.11,82,100,22.06
420,Bom Jesus,BR,2020-06-20 04:14:10,-9.07,-44.36,68.13,50,0,3.24
421,Smirnykh,RU,2020-06-20 04:14:10,49.75,142.83,56.7,63,100,4.5
422,Beloha,MG,2020-06-20 04:14:10,-25.17,45.05,63.28,82,17,12.15
423,Neiafu,TO,2020-06-20 04:14:03,-18.65,-173.98,78.8,65,75,11.41
424,Geraldton,AU,2020-06-20 04:14:11,-28.77,114.6,66.2,42,0,18.34
425,Cabedelo,BR,2020-06-20 04:00:17,-6.98,-34.83,77.72,81,54,17.16
426,Kokopo,PG,2020-06-20 04:14:11,-4.35,152.26,83.98,73,17,4.45
427,Paamiut,GL,2020-06-20 04:14:11,61.99,-49.67,38.82,87,78,8.63
428,Krasnyy Chikoy,RU,2020-06-20 04:12:06,50.36,108.75,72.91,36,99,2.17
429,Oskaloosa,US,2020-06-20 04:14:11,41.3,-92.64,71.6,94,75,3.36
430,Iquitos,PE,2020-06-20 04:14:12,-3.75,-73.25,72.12,93,60,1.92
431,Rocha,UY,2020-06-20 04:14:12,-34.48,-54.33,49.39,93,49,3.15
432,Tilichiki,RU,2020-06-20 04:14:12,60.47,166.1,58.17,71,5,8.97
433,Chulman,RU,2020-06-20 04:14:12,56.85,124.91,64.98,44,96,6.06
434,Sylvania,US,2020-06-20 04:12:00,41.72,-83.71,72.0,72,1,2.98
435,Gushikawa,JP,2020-06-20 04:14:13,26.35,127.87,86.0,84,40,20.8
436,Ponta Delgada,PT,2020-06-20 04:04:17,37.73,-25.67,64.4,82,75,13.87
437,Bonavista,CA,2020-06-20 04:14:13,48.65,-53.11,43.88,96,100,9.55
438,Roald,NO,2020-06-20 04:14:13,62.58,6.13,71.6,43,78,13.87
439,College,US,2020-06-20 04:13:24,64.86,-147.8,60.8,77,75,4.7
440,Ayan,RU,2020-06-20 04:14:14,56.45,138.17,43.68,92,99,8.88
441,Miandrivazo,MG,2020-06-20 04:14:14,-19.52,45.47,70.16,59,77,1.34
442,Katsuura,JP,2020-06-20 04:14:14,35.13,140.3,82.99,61,75,14.99
443,Kinablangan,PH,2020-06-20 04:14:14,7.69,126.55,79.03,87,91,4.72
444,Half Moon Bay,US,2020-06-20 04:14:14,37.46,-122.43,64.99,93,90,8.05
445,Aiken,US,2020-06-20 04:14:15,33.58,-81.6,68.0,88,1,5.82
446,Yabelo,ET,2020-06-20 04:14:15,4.88,38.08,59.27,95,97,3.49
447,Mayo,US,2020-06-20 04:14:15,38.89,-76.51,73.4,78,75,9.17
448,La Fria,VE,2020-06-20 04:14:15,8.22,-72.24,73.24,86,100,4.14
449,Beihai,CN,2020-06-20 04:14:15,21.48,109.1,87.58,71,39,10.09
450,Sibolga,ID,2020-06-20 04:14:16,1.74,98.78,80.2,76,100,1.95
451,Tocopilla,CL,2020-06-20 04:14:16,-22.09,-70.2,60.15,71,5,6.2
452,Nanhai,CN,2020-06-20 04:14:17,30.13,111.78,71.01,94,100,4.45
453,Prince Rupert,CA,2020-06-20 04:14:17,54.32,-130.32,55.4,93,90,12.75
454,Morgan City,US,2020-06-20 04:14:18,29.7,-91.21,73.4,94,1,3.36
455,Grand-Santi,GF,2020-06-20 04:14:18,4.25,-54.38,72.73,97,83,2.01
456,Bonthe,SL,2020-06-20 04:14:18,7.53,-12.51,77.02,83,100,2.19
457,Haines Junction,CA,2020-06-20 04:14:18,60.75,-137.51,63.91,37,100,4.47
458,Cerritos,US,2020-06-20 04:14:19,33.86,-118.06,66.99,72,40,11.41
459,Katangli,RU,2020-06-20 04:14:19,51.71,143.23,42.69,94,100,8.12
460,Safaga,EG,2020-06-20 04:14:19,26.73,33.94,78.8,34,0,13.87
461,Texarkana,US,2020-06-20 04:09:20,33.43,-94.05,79.0,65,1,4.7
462,Hami,CN,2020-06-20 04:14:20,42.8,93.45,75.4,40,100,15.55
463,El Tigre,VE,2020-06-20 04:14:20,8.89,-64.25,76.69,78,100,11.59
464,Loandjili,CG,2020-06-20 04:14:20,-4.76,11.86,73.4,94,90,3.36
465,Marystown,CA,2020-06-20 04:14:20,47.17,-55.15,49.77,94,96,12.12
466,Hervey Bay,AU,2020-06-20 04:14:21,-25.3,152.85,72.0,59,36,5.99
467,Stellenbosch,ZA,2020-06-20 04:14:21,-33.93,18.87,59.0,93,75,4.7
468,Shingu,JP,2020-06-20 04:14:21,33.73,135.98,77.0,65,75,10.29
469,Conceicao Da Barra,BR,2020-06-20 04:14:21,-18.59,-39.73,71.26,90,17,4.54
470,Ocos,GT,2020-06-20 04:14:22,14.51,-92.19,78.8,100,75,4.94
471,Yar-Sale,RU,2020-06-20 04:14:22,66.83,70.83,52.57,50,74,15.97
472,Houma,US,2020-06-20 04:14:22,29.6,-90.72,77.0,88,1,2.51
473,Maniitsoq,GL,2020-06-20 04:14:22,65.42,-52.9,37.11,85,88,11.3
474,Awjilah,LY,2020-06-20 04:14:23,29.11,21.29,78.06,25,0,8.59
475,Gayeri,BF,2020-06-20 04:14:23,12.65,0.49,81.52,59,50,8.41
476,Idanre,NG,2020-06-20 04:14:23,7.11,5.12,70.41,100,41,3.18
477,Bandundu,CD,2020-06-20 04:14:23,-3.32,17.37,69.37,63,48,3.36
478,Riorges,FR,2020-06-20 04:14:24,46.04,4.05,51.01,87,82,3.36
479,Krasnoyarsk,RU,2020-06-20 04:14:24,56.01,92.79,51.8,93,75,8.95
480,Dingle,PH,2020-06-20 04:14:24,11.0,122.67,89.33,59,6,7.29
481,Barrancabermeja,CO,2020-06-20 04:14:24,7.07,-73.85,77.0,91,100,0.47
482,Hambantota,LK,2020-06-20 04:14:25,6.12,81.12,87.8,70,20,14.99
483,Westport,US,2020-06-20 04:14:26,41.14,-73.36,69.01,91,51,6.55
484,Kindu,CD,2020-06-20 04:14:26,-2.95,25.95,72.1,77,100,1.77
485,Kruisfontein,ZA,2020-06-20 04:04:36,-34.0,24.73,59.2,35,50,12.57
486,Tecoanapa,MX,2020-06-20 04:14:26,16.52,-98.75,82.17,73,100,3.47
487,Sorong,ID,2020-06-20 04:14:27,-0.88,131.25,83.12,78,55,4.92
488,Dalby,AU,2020-06-20 04:14:27,-27.18,151.27,64.4,63,75,12.75
489,Udachnyy,RU,2020-06-20 04:14:27,66.42,112.4,75.2,31,0,6.71
490,Katra,IN,2020-06-20 04:14:27,32.98,74.95,90.64,24,68,5.23
491,Pueblo Nuevo,MX,2020-06-20 04:14:28,23.38,-105.38,63.1,91,28,2.57
492,Walvis Bay,NA,2020-06-20 04:14:28,-22.96,14.51,68.0,24,0,17.22
493,Auki,SB,2020-06-20 04:14:28,-8.77,160.7,84.4,70,100,2.98
494,Ust-Tsilma,RU,2020-06-20 04:14:29,65.44,52.15,43.32,80,98,13.09
495,Mae Sai,TH,2020-06-20 04:14:29,20.43,99.88,82.4,83,75,5.82
496,Vestmanna,FO,2020-06-20 04:13:22,62.16,-7.17,50.0,100,99,18.34
497,Tura,IN,2020-06-20 04:14:29,25.52,90.22,84.07,73,71,4.5
498,Southbridge,US,2020-06-20 04:14:30,42.08,-72.03,69.01,81,15,7.7
499,La Paz,BO,2020-06-20 04:14:30,-16.5,-68.15,28.4,28,0,3.36
500,Aasiaat,GL,2020-06-20 04:14:30,68.71,-52.87,37.63,83,0,16.31
501,Nexo,DK,2020-06-20 04:14:30,55.06,15.13,60.8,100,100,5.82
502,Bambous Virieux,MU,2020-06-20 04:14:31,-20.34,57.76,70.0,88,75,12.75
503,Kahului,US,2020-06-20 04:14:31,20.89,-156.47,84.2,51,40,18.34
504,Diebougou,BF,2020-06-20 04:14:31,10.97,-3.25,75.96,82,62,1.25
505,Necochea,AR,2020-06-20 04:14:32,-38.55,-58.74,44.01,87,0,1.99
506,Cordeiro,BR,2020-06-20 04:14:32,-22.03,-42.36,61.81,83,1,2.66
507,Mahina,PF,2020-06-20 04:14:32,-17.51,-149.49,82.4,74,40,5.82
508,Svetlaya,RU,2020-06-20 04:14:32,46.54,138.33,52.88,77,95,9.46
509,Aurich,DE,2020-06-20 04:14:33,53.47,7.48,57.0,87,94,3.36
510,Prado,BR,2020-06-20 04:14:33,-17.34,-39.22,72.79,86,11,7.02
511,Ust-Kuyga,RU,2020-06-20 04:14:33,70.02,135.6,90.75,15,18,3.76
512,Ugoofaaru,MV,2020-06-20 04:14:33,5.67,73.0,83.52,80,15,10.38
513,Isa Khel,AF,2020-06-20 04:14:33,36.67,68.84,89.96,11,0,4.0
514,Sociedad,SV,2020-06-20 04:14:34,13.7,-88.02,73.47,76,48,3.94
515,Blind River,CA,2020-06-20 04:14:34,46.18,-82.96,66.2,72,1,6.93
516,Vilkija,LT,2020-06-20 04:14:34,55.05,23.58,66.2,77,2,4.7
517,Whitehorse,CA,2020-06-20 04:14:34,60.72,-135.05,64.4,39,90,6.93
518,Touros,BR,2020-06-20 04:13:45,-5.2,-35.46,73.4,100,75,6.93
519,Iranshahr,IR,2020-06-20 04:14:35,27.2,60.68,93.2,36,20,4.7
520,Port Moresby,PG,2020-06-20 04:14:35,-9.44,147.18,91.4,49,40,11.41
521,Guiratinga,BR,2020-06-20 04:14:35,-16.35,-53.76,65.28,75,78,4.29
522,Padina,RS,2020-06-20 04:14:36,45.12,20.73,62.6,100,16,3.36
523,Tocache,PE,2020-06-20 04:14:36,-8.18,-76.51,69.4,88,5,0.87
524,Constitucion,CL,2020-06-20 04:14:36,-35.33,-72.42,54.37,92,98,7.63
525,Alzamay,RU,2020-06-20 04:14:37,55.56,98.66,73.67,49,53,4.29
526,Chapeco,BR,2020-06-20 04:13:09,-27.1,-52.62,71.01,64,3,4.47
527,Kapit,MY,2020-06-20 04:14:37,2.02,112.93,81.01,83,97,1.03
528,Codrington,AU,2020-06-20 04:14:37,-38.27,141.97,57.94,66,18,14.05
529,Bajil,YE,2020-06-20 04:14:38,15.06,43.29,91.56,55,45,1.77
530,Camocim,BR,2020-06-20 04:14:38,-2.9,-40.84,75.63,88,5,11.05
531,Dubno,UA,2020-06-20 04:14:38,50.42,25.73,59.0,100,37,2.24
532,Lavrentiya,RU,2020-06-20 04:14:38,65.58,-171.0,55.27,41,0,15.3
533,Mawlaik,MM,2020-06-20 04:14:39,23.63,94.42,84.42,87,96,3.42
534,La Ronge,CA,2020-06-20 04:14:39,55.1,-105.28,42.8,93,90,4.7
535,Manta,EC,2020-06-20 04:13:19,-0.95,-80.73,73.33,82,40,6.58
536,Dzaoudzi,YT,2020-06-20 04:14:39,-12.79,45.27,77.0,73,75,18.34
537,Kitui,KE,2020-06-20 04:14:40,-1.37,38.01,60.21,92,44,3.49
538,Eureka,US,2020-06-20 04:14:40,40.8,-124.16,57.0,100,99,3.51
539,Salamanca,ES,2020-06-20 04:14:40,40.83,-6.0,50.0,87,0,1.23
540,Grand Gaube,MU,2020-06-20 04:14:40,-20.01,57.66,70.0,83,81,5.99
541,Springdale,US,2020-06-20 04:14:41,36.19,-94.13,75.2,83,1,5.82
542,Gizo,SB,2020-06-20 04:14:41,-8.1,156.84,83.82,71,53,1.7
543,Araripina,BR,2020-06-20 04:13:53,-7.58,-40.5,68.22,91,53,12.5
544,Bulancak,TR,2020-06-20 04:14:41,40.94,38.23,68.0,94,75,3.36
545,Igrim,RU,2020-06-20 04:14:42,63.19,64.42,49.91,92,100,11.52
546,Vaxjo,SE,2020-06-20 04:14:42,56.88,14.81,62.6,77,76,4.7
547,Esfarayen,IR,2020-06-20 04:14:42,37.08,57.51,73.4,20,0,6.93
548,Beira,MZ,2020-06-20 04:14:03,-19.84,34.84,64.4,82,20,11.41
549,Champerico,GT,2020-06-20 04:14:43,14.3,-91.92,82.54,78,100,4.7
550,Aksarka,RU,2020-06-20 04:14:43,66.56,67.8,55.85,45,100,15.1
551,Otradnoye,RU,2020-06-20 04:14:43,59.78,30.82,60.8,77,40,11.18
552,Huarmey,PE,2020-06-20 04:14:44,-10.07,-78.15,62.31,85,54,7.67
553,Terrasini,IT,2020-06-20 04:14:44,38.15,13.08,71.6,73,0,14.99
554,Sabang,ID,2020-06-20 04:14:45,5.89,95.32,83.62,71,71,7.81
555,Puro,PH,2020-06-20 04:14:45,12.48,123.38,88.16,61,35,4.79
556,Troitskoye,RU,2020-06-20 04:14:45,52.98,84.68,57.13,66,100,5.44
557,Abu Samrah,SY,2020-06-20 04:14:36,35.3,37.18,69.17,67,9,17.69
558,Maturin,VE,2020-06-20 04:14:46,9.75,-63.18,74.17,96,95,3.65
559,Lekoni,GA,2020-06-20 04:14:46,-1.58,14.26,71.31,84,31,3.78
560,Korla,CN,2020-06-20 04:14:46,41.76,86.15,75.0,66,2,6.89
561,Dakar,SN,2020-06-20 04:13:24,14.69,-17.44,78.8,83,11,6.93
