City_ID,City,Country,Max Temp,Current Description,Rain (inches),Snow (inches),Lat,Lng,Hotel Name
476,Nabire,ID,75.11,scattered clouds,0.0,0,-3.37,135.48,Hotel Nusantara Nabire
477,Linjiang,CN,61.02,scattered clouds,0.0,0,41.81,126.91,Mingmen Business Hotel
478,Oistins,BB,84.2,scattered clouds,0.0,0,13.07,-59.53,Butterfly Beach Hotel
479,Acopiara,BR,75.38,clear sky,0.0,0,-6.1,-39.45,Cantinho do Ceu Hotel
480,San Jose,US,84.99,scattered clouds,0.0,0,37.34,-121.89,The Westin San Jose
481,Chico,US,91.99,scattered clouds,0.0,0,39.73,-121.84,Quality Inn Near Chico State
483,Diamantino,BR,81.34,scattered clouds,0.0,0,-14.41,-56.45,Hotel Delta
484,Urucui,BR,82.2,few clouds,0.0,0,-7.23,-44.56,Formula Flat Uruçui
485,Acari,PE,70.45,scattered clouds,0.0,0,-15.43,-74.62,Hospedaje Ximens
486,Cap Malheureux,MU,71.01,overcast clouds,0.0,0,-19.98,57.61,Pereybere Hotel & Spa
488,Batticaloa,LK,81.99,overcast clouds,0.0,0,7.71,81.69,Grand Star Guest House
489,Yatou,CN,65.79,scattered clouds,0.0,0,37.15,122.38,GreenTree Hotel Rongcheng Bus Station
490,Pandan,PH,79.68,clear sky,0.0,0,14.05,124.17,Bonifacio Lodge
491,Tiarei,PF,82.4,broken clouds,0.0,0,-17.53,-149.33,Le Rocher de Tahiti
493,Campos Belos,BR,74.23,broken clouds,0.0,0,-13.04,-46.77,Pousada Carnaúba
494,Nishihara,JP,82.4,broken clouds,0.0,0,26.18,127.76,Minshuku Agaihama
495,Grand Gaube,MU,71.01,overcast clouds,0.0,0,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
496,La Joya,MX,90.0,broken clouds,0.0,0,18.67,-99.47,HOTEL BUGAMBILIAS
498,Green River,US,71.6,few clouds,0.0,0,41.53,-109.47,Hampton Inn & Suites Green River
499,Axim,GH,77.4,overcast clouds,0.0,0,4.87,-2.24,AXIM BEACH RESORT AND SPA
500,Tabuk,PH,74.14,clear sky,0.0,0,17.42,121.44,Grand Zion Garden Resort Hotel
501,Caravelas,BR,71.85,scattered clouds,0.0,0,-17.71,-39.25,Pousada dos Navegantes
502,Tura,IN,75.29,clear sky,0.0,0,25.52,90.22,Hotel RIKMAN Continental
503,Sur,OM,85.62,broken clouds,0.0,0,22.57,59.53,Sur Plaza Hotel
504,Sumbe,AO,71.08,clear sky,0.0,0,-11.21,13.84,Hotel Ritz Sumbe
506,San Pedro De Macoris,DO,89.6,scattered clouds,0.0,0,18.46,-69.3,Apartahotel Guaraguao
510,Bilibino,RU,77.04,overcast clouds,0.0,0,68.05,166.44,Gostinitsa Severyanka
513,Springville,US,82.0,broken clouds,0.0,0,40.17,-111.61,Best Western Mountain View Inn
514,Kerrobert,CA,69.8,few clouds,0.0,0,51.92,-109.13,"Motel 6 Kerrobert, SK"
515,Salamiyah,SY,69.3,clear sky,0.0,0,35.01,37.05,Gondolas Forum grandchildren and grandparents
518,Hefei,CN,68.0,light rain,0.0,0,31.86,117.28,Jinhuan Hotel
519,Pucallpa,PE,91.4,scattered clouds,0.0,0,-8.38,-74.55,Manish Hotel Ecológico
521,Valer,NO,69.01,overcast clouds,0.0,0,60.68,11.83,Heia hotel
523,Les Cayes,HT,84.4,broken clouds,0.0,0,18.2,-73.75,Villa Orphee
524,Shahabad,IN,84.34,broken clouds,0.0,0,27.65,79.95,डाक बंगला
525,Bam,IR,88.92,broken clouds,0.0,0,29.11,58.36,Bam Tourist Hotel
526,Yarada,IN,82.4,mist,0.0,0,17.65,83.27,"D-26/2, Dolphin Hill,"
527,La Palma,US,75.0,overcast clouds,0.0,0,33.85,-118.05,La Quinta Inn & Suites by Wyndham Buena Park
530,Margate,GB,61.0,few clouds,0.0,0,51.38,1.39,Premier Inn Margate hotel
531,Bilma,NE,91.11,broken clouds,0.0,0,18.69,12.92,Expeditions Ténére voyages
532,Kashan,IR,83.84,clear sky,0.0,0,33.98,51.44,Manouchehri Traditional House And Hotel
533,Nivala,FI,61.0,few clouds,0.0,0,63.92,24.97,Hotelli Huiskankorpi / Aseman majatalo
537,Corner Brook,CA,68.0,broken clouds,0.0,0,48.97,-57.95,Glynmill Inn
539,Aquiraz,BR,82.4,few clouds,0.0,0,-3.9,-38.39,Pousada Rua Camurupim
540,Plettenberg Bay,ZA,60.3,overcast clouds,0.0,0,-34.05,23.37,Thanda Vista B&B
544,Yermish,RU,61.72,scattered clouds,0.0,0,54.77,42.27,Zarya
545,Mayskiy,RU,71.6,overcast clouds,0.0,0,47.69,40.1,Dio Lakrua
547,Acapulco,MX,89.6,scattered clouds,0.0,0,16.86,-99.89,HS Hotsson Smart Acapulco
548,Touros,BR,78.8,few clouds,0.0,0,-5.2,-35.46,INN NEW HORIZON
549,Mutsu,JP,62.01,broken clouds,0.0,0,41.29,141.22,Mutsu Park Hotel
550,Dakar,SN,80.6,clear sky,0.0,0,14.69,-17.44,Novotel Dakar
551,Mao,ES,69.8,few clouds,0.0,0,39.89,4.27,ARTIEM Capri
553,Santa Rosalia,MX,91.81,clear sky,0.0,0,27.32,-112.28,Hotel Las Casitas Santa Rosalia
556,Teahupoo,PF,82.4,broken clouds,0.0,0,-17.83,-149.27,Vanira Lodge
559,Wanning,CN,81.18,clear sky,0.0,0,18.8,110.4,Paradise Hotel
560,Chalette-Sur-Loing,FR,64.0,broken clouds,0.0,0,48.01,2.74,ibis Montargis
561,Komsomolskiy,UZ,75.2,clear sky,0.0,0,40.43,71.72,Ikathouse
562,Houma,US,93.0,clear sky,0.0,0,29.6,-90.72,Courtyard by Marriott Houma
566,Balabac,PH,82.18,clear sky,0.0,0,7.99,117.06,Sing and Swing Lodge
568,Avera,US,91.4,scattered clouds,0.0,0,33.19,-82.53,
569,Half Moon Bay,US,73.99,scattered clouds,0.0,0,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
570,Bushehr,IR,89.6,clear sky,0.0,0,28.97,50.84,Yas Hotel
571,Peniche,PT,66.99,clear sky,0.0,0,39.36,-9.38,Hotel Star inn Peniche
574,Linqiong,CN,77.0,scattered clouds,0.0,0,30.42,103.46,Tianlun Tanxianglou Hotel
576,Sechura,PE,74.98,clear sky,0.0,0,-5.56,-80.82,Hospedaje Costa Bella
